date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:11:33	37109/37109	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20May%202024%2002:11:33%20GMT	https://www.careerhunter.io/tests/abstract	C:/My%20Web%20Sites/news/www.careerhunter.io/tests/abstract.html	(from https://www.careerhunter.io/careers)
09:11:33	37878/37878	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20May%202024%2002:11:34%20GMT	https://www.careerhunter.io/tests/numerical	C:/My%20Web%20Sites/news/www.careerhunter.io/tests/numerical.html	(from https://www.careerhunter.io/careers)
09:11:34	33093/33093	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20May%202024%2002:11:34%20GMT	https://www.careerhunter.io/tests/verbal	C:/My%20Web%20Sites/news/www.careerhunter.io/tests/verbal.html	(from https://www.careerhunter.io/careers)
09:11:34	73381/73381	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20May%202024%2002:11:34%20GMT	https://www.careerhunter.io/tests	C:/My%20Web%20Sites/news/www.careerhunter.io/tests.html	(from https://www.careerhunter.io/careers)
09:11:34	18971/18971	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20May%202024%2002:11:35%20GMT	https://www.careerhunter.io/how	C:/My%20Web%20Sites/news/www.careerhunter.io/how.html	(from https://www.careerhunter.io/careers)
09:11:35	13369/13369	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20May%202024%2002:11:35%20GMT	https://www.careerhunter.io/courses	C:/My%20Web%20Sites/news/www.careerhunter.io/courses.html	(from https://www.careerhunter.io/careers)
09:11:35	12966/12966	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20May%202024%2002:11:35%20GMT	https://www.careerhunter.io/jobs	C:/My%20Web%20Sites/news/www.careerhunter.io/jobs.html	(from https://www.careerhunter.io/careers)
09:11:35	46821/46821	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20May%202024%2002:11:36%20GMT	https://www.careerhunter.io/upgrade	C:/My%20Web%20Sites/news/www.careerhunter.io/upgrade.html	(from https://www.careerhunter.io/careers)
09:11:36	33633/33633	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20May%202024%2002:11:36%20GMT	https://www.careerhunter.io/group	C:/My%20Web%20Sites/news/www.careerhunter.io/group.html	(from https://www.careerhunter.io/careers)
09:11:36	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2014%20May%202024%2002:11:36%20GMT	http://cdn2.careerhunter.io/assets/wave-burger-menu-23593eb4bcf4bb8ab18e4731e7d0f3fead2a1a02713cf16fb6a07bdde1f71e3f.png	C:/My%20Web%20Sites/news/cdn2.careerhunter.io/assets/wave-burger-menu-23593eb4bcf4bb8ab18e4731e7d0f3fead2a1a02713cf16fb6a07bdde1f71e3f.png	(from https://www.careerhunter.io/careers)
09:11:36	12374/12374	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20May%202024%2002:11:36%20GMT	https://www.careerhunter.io/login	C:/My%20Web%20Sites/news/www.careerhunter.io/login.html	(from https://www.careerhunter.io/careers)
09:11:37	6562/6562	---M--	200	added ('OK')	image/png	etag:%226362422e-19a2%22	https://cdn2.careerhunter.io/assets/wave-burger-menu-23593eb4bcf4bb8ab18e4731e7d0f3fead2a1a02713cf16fb6a07bdde1f71e3f.png	C:/My%20Web%20Sites/news/cdn2.careerhunter.io/assets/wave-burger-menu-23593eb4bcf4bb8ab18e4731e7d0f3fead2a1a02713cf16fb6a07bdde1f71e3f.png	(from https://www.careerhunter.io/careers)
09:11:37	23581/23581	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20May%202024%2002:11:38%20GMT	https://www.careerhunter.io/about	C:/My%20Web%20Sites/news/www.careerhunter.io/about.html	(from https://www.careerhunter.io/careers)
09:11:38	48213/48213	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20May%202024%2002:11:38%20GMT	https://www.careerhunter.io/affiliates	C:/My%20Web%20Sites/news/www.careerhunter.io/affiliates.html	(from https://www.careerhunter.io/careers)
09:11:38	15069/15069	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20May%202024%2002:11:38%20GMT	https://www.careerhunter.io/partners	C:/My%20Web%20Sites/news/www.careerhunter.io/partners.html	(from https://www.careerhunter.io/careers)
09:11:38	15755/15755	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20May%202024%2002:11:39%20GMT	https://www.careerhunter.io/contact	C:/My%20Web%20Sites/news/www.careerhunter.io/contact.html	(from https://www.careerhunter.io/careers)
09:11:39	67424/67424	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20May%202024%2002:11:39%20GMT	https://www.careerhunter.io/terms	C:/My%20Web%20Sites/news/www.careerhunter.io/terms.html	(from https://www.careerhunter.io/careers)
09:11:40	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2014%20May%202024%2002:11:39%20GMT	http://cdn3.careerhunter.io/assets/application_bottom-93d8a0a27799f58aa78e27c62f1927bfc111998fe47b308085b383a581c507ba.css	C:/My%20Web%20Sites/news/cdn3.careerhunter.io/assets/application_bottom-93d8a0a27799f58aa78e27c62f1927bfc111998fe47b308085b383a581c507ba.1a.delayed	(from https://www.careerhunter.io/careers)
09:11:40	28712/28712	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20May%202024%2002:11:39%20GMT	https://www.careerhunter.io/privacy	C:/My%20Web%20Sites/news/www.careerhunter.io/privacy.html	(from https://www.careerhunter.io/careers)
09:11:59	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2014%20May%202024%2002:12:00%20GMT	http://cdn0.careerhunter.io/assets/application-353dcd5078ea9b9428db0a401e52fca71d68824b66555302b545456e24759fb7.js	C:/My%20Web%20Sites/news/cdn0.careerhunter.io/assets/application-353dcd5078ea9b9428db0a401e52fca71d68824b66555302b545456e24759fb7.1c.delayed	(from https://www.careerhunter.io/careers)
09:11:59	179699/179699	---MCZ	200	added ('OK')	application/javascript	etag:W/%22637dfc6f-ba71%22	https://cdn0.careerhunter.io/assets/application-353dcd5078ea9b9428db0a401e52fca71d68824b66555302b545456e24759fb7.js	C:/My%20Web%20Sites/news/cdn0.careerhunter.io/assets/application-353dcd5078ea9b9428db0a401e52fca71d68824b66555302b545456e24759fb7.js	(from https://www.careerhunter.io/careers)
09:12:01	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2014%20May%202024%2002:12:00%20GMT	http://cdn1.careerhunter.io/packs/vendors.3e9e666b1b937736f649.js	C:/My%20Web%20Sites/news/cdn1.careerhunter.io/packs/vendors.3e9e666b1b937736f649.1e.delayed	(from https://www.careerhunter.io/careers)
09:12:02	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2014%20May%202024%2002:12:03%20GMT	http://cdn3.careerhunter.io/packs/js/application~upgrade-2384eb8adcf4c66f36fd.chunk.js	C:/My%20Web%20Sites/news/cdn3.careerhunter.io/packs/js/application_upgrade-2384eb8adcf4c66f36fd.chunk.20.delayed	(from https://www.careerhunter.io/careers)
09:12:02	169575/169575	---M-Z	200	added ('OK')	application/javascript	etag:%2265b366a1-c81f%22	https://cdn1.careerhunter.io/packs/vendors.3e9e666b1b937736f649.js	C:/My%20Web%20Sites/news/cdn1.careerhunter.io/packs/vendors.3e9e666b1b937736f649.js	(from https://www.careerhunter.io/careers)
09:12:02	114197/114197	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265b366a1-6dbe%22	https://cdn3.careerhunter.io/packs/js/application~upgrade-2384eb8adcf4c66f36fd.chunk.js	C:/My%20Web%20Sites/news/cdn3.careerhunter.io/packs/js/application_upgrade-2384eb8adcf4c66f36fd.chunk.js	(from https://www.careerhunter.io/careers)
09:12:04	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2014%20May%202024%2002:12:03%20GMT	http://cdn2.careerhunter.io/packs/js/application-c7138677c407a1b2b03e.js	C:/My%20Web%20Sites/news/cdn2.careerhunter.io/packs/js/application-c7138677c407a1b2b03e.22.delayed	(from https://www.careerhunter.io/careers)
09:12:04	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2014%20May%202024%2002:12:05%20GMT	http://cdn2.careerhunter.io/assets/Employers-d2ab9d9c6635fd3825014e1b7330ab0724ae7ecfa82e1e11d181551c81a75cab.jpg	C:/My%20Web%20Sites/news/cdn2.careerhunter.io/assets/Employers-d2ab9d9c6635fd3825014e1b7330ab0724ae7ecfa82e1e11d181551c81a75cab.jpg	(from https://cdn2.careerhunter.io/assets/application-349b29af163d5822a096212e2dd202386f20dc4d2f59953f2fd3e210070ad75c.css)
09:12:04	1019822/1019822	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265b366a1-2f08d%22	https://cdn2.careerhunter.io/packs/js/application-c7138677c407a1b2b03e.js	C:/My%20Web%20Sites/news/cdn2.careerhunter.io/packs/js/application-c7138677c407a1b2b03e.js	(from https://www.careerhunter.io/careers)
09:12:06	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2014%20May%202024%2002:12:06%20GMT	http://cdn2.careerhunter.io/assets/Profit-Sharing-fb434eb065ce5c32e6c76aadb66d9f675ad9916a2dbd79b968244b7ce4a5c3b0.jpg	C:/My%20Web%20Sites/news/cdn2.careerhunter.io/assets/Profit-Sharing-fb434eb065ce5c32e6c76aadb66d9f675ad9916a2dbd79b968244b7ce4a5c3b0.jpg	(from https://cdn2.careerhunter.io/assets/application-349b29af163d5822a096212e2dd202386f20dc4d2f59953f2fd3e210070ad75c.css)
09:12:06	72995/72995	---M--	200	added ('OK')	image/jpeg	etag:%2260defe57-11d23%22	https://cdn2.careerhunter.io/assets/Employers-d2ab9d9c6635fd3825014e1b7330ab0724ae7ecfa82e1e11d181551c81a75cab.jpg	C:/My%20Web%20Sites/news/cdn2.careerhunter.io/assets/Employers-d2ab9d9c6635fd3825014e1b7330ab0724ae7ecfa82e1e11d181551c81a75cab.jpg	(from https://cdn2.careerhunter.io/assets/application-349b29af163d5822a096212e2dd202386f20dc4d2f59953f2fd3e210070ad75c.css)
09:12:08	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2014%20May%202024%2002:12:08%20GMT	http://cdn1.careerhunter.io/assets/Educators-0c12ae5bb50a0dfa13b5cf73aac76660b63380be2b010a44e1796f981d59188f.jpg	C:/My%20Web%20Sites/news/cdn1.careerhunter.io/assets/Educators-0c12ae5bb50a0dfa13b5cf73aac76660b63380be2b010a44e1796f981d59188f.jpg	(from https://cdn2.careerhunter.io/assets/application-349b29af163d5822a096212e2dd202386f20dc4d2f59953f2fd3e210070ad75c.css)
09:12:08	188287/188287	---M--	200	added ('OK')	image/jpeg	etag:%2260defe57-2df7f%22	https://cdn2.careerhunter.io/assets/Profit-Sharing-fb434eb065ce5c32e6c76aadb66d9f675ad9916a2dbd79b968244b7ce4a5c3b0.jpg	C:/My%20Web%20Sites/news/cdn2.careerhunter.io/assets/Profit-Sharing-fb434eb065ce5c32e6c76aadb66d9f675ad9916a2dbd79b968244b7ce4a5c3b0.jpg	(from https://cdn2.careerhunter.io/assets/application-349b29af163d5822a096212e2dd202386f20dc4d2f59953f2fd3e210070ad75c.css)
09:12:10	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2014%20May%202024%2002:12:10%20GMT	http://cdn2.careerhunter.io/assets/White-Label-3c785b99b07a81dd6d260d280c7ff388a40b6bb6887e972a86cbd8360dda99d9.jpg	C:/My%20Web%20Sites/news/cdn2.careerhunter.io/assets/White-Label-3c785b99b07a81dd6d260d280c7ff388a40b6bb6887e972a86cbd8360dda99d9.jpg	(from https://cdn2.careerhunter.io/assets/application-349b29af163d5822a096212e2dd202386f20dc4d2f59953f2fd3e210070ad75c.css)
09:12:10	226189/226189	---M--	200	added ('OK')	image/jpeg	etag:%2260defe57-3738d%22	https://cdn1.careerhunter.io/assets/Educators-0c12ae5bb50a0dfa13b5cf73aac76660b63380be2b010a44e1796f981d59188f.jpg	C:/My%20Web%20Sites/news/cdn1.careerhunter.io/assets/Educators-0c12ae5bb50a0dfa13b5cf73aac76660b63380be2b010a44e1796f981d59188f.jpg	(from https://cdn2.careerhunter.io/assets/application-349b29af163d5822a096212e2dd202386f20dc4d2f59953f2fd3e210070ad75c.css)
09:12:11	117007/117007	---M--	200	added ('OK')	image/jpeg	etag:%2260defe57-1c90f%22	https://cdn2.careerhunter.io/assets/White-Label-3c785b99b07a81dd6d260d280c7ff388a40b6bb6887e972a86cbd8360dda99d9.jpg	C:/My%20Web%20Sites/news/cdn2.careerhunter.io/assets/White-Label-3c785b99b07a81dd6d260d280c7ff388a40b6bb6887e972a86cbd8360dda99d9.jpg	(from https://cdn2.careerhunter.io/assets/application-349b29af163d5822a096212e2dd202386f20dc4d2f59953f2fd3e210070ad75c.css)
09:12:12	42714/42714	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20May%202024%2002:12:13%20GMT	https://www.careerhunter.io/careers?page=3	C:/My%20Web%20Sites/news/www.careerhunter.io/careers9ba9.html	(from https://www.careerhunter.io/careers?page=2)
09:12:13	5730/5730	---M--	200	added ('OK')	image/png	etag:%2266163e84-1662%22	https://www.careerhunter.io/images/home/wave-top-banner.png	C:/My%20Web%20Sites/news/www.careerhunter.io/images/home/wave-top-banner.png	(from https://www.careerhunter.io/)
09:12:14	1386/1386	---M--	200	added ('OK')	image/png	etag:%2266163e84-56a%22	https://www.careerhunter.io/images/home/personality.png	C:/My%20Web%20Sites/news/www.careerhunter.io/images/home/personality.png	(from https://www.careerhunter.io/)
09:12:15	826/826	---M--	200	added ('OK')	image/png	etag:%2266163e84-33a%22	https://www.careerhunter.io/images/home/personality_mobile.png	C:/My%20Web%20Sites/news/www.careerhunter.io/images/home/personality_mobile.png	(from https://www.careerhunter.io/)
09:12:16	884/884	---M--	200	added ('OK')	image/png	etag:%2266163e84-374%22	https://www.careerhunter.io/images/home/interests.png	C:/My%20Web%20Sites/news/www.careerhunter.io/images/home/interests.png	(from https://www.careerhunter.io/)
09:12:17	1185/1185	---M--	200	added ('OK')	image/png	etag:%2266163e84-4a1%22	https://www.careerhunter.io/images/home/abstract.png	C:/My%20Web%20Sites/news/www.careerhunter.io/images/home/abstract.png	(from https://www.careerhunter.io/)
09:12:18	104409/104409	---M--	200	added ('OK')	image/png	etag:%2266163e84-197d9%22	https://www.careerhunter.io/images/home/benefits-mobile-2.png	C:/My%20Web%20Sites/news/www.careerhunter.io/images/home/benefits-mobile-2.png	(from https://www.careerhunter.io/)
09:12:18	161704/161704	---M--	200	added ('OK')	image/png	etag:%2266163e84-277a8%22	https://www.careerhunter.io/images/home/benefits-desktop-home.png	C:/My%20Web%20Sites/news/www.careerhunter.io/images/home/benefits-desktop-home.png	(from https://www.careerhunter.io/)
09:12:19	4668/4668	---M--	200	added ('OK')	image/png	etag:%2266163e84-123c%22	https://www.careerhunter.io/images/how_works/wave.png	C:/My%20Web%20Sites/news/www.careerhunter.io/images/how_works/wave.png	(from https://www.careerhunter.io/)
09:12:20	7222/7222	---M--	200	added ('OK')	image/png	etag:%2266163e84-1c36%22	https://www.careerhunter.io/images/home/wave-top.png	C:/My%20Web%20Sites/news/www.careerhunter.io/images/home/wave-top.png	(from https://www.careerhunter.io/)
09:12:21	8490/8490	---M--	200	added ('OK')	image/png	etag:%2266163e84-212a%22	https://www.careerhunter.io/images/home/working_pros.png	C:/My%20Web%20Sites/news/www.careerhunter.io/images/home/working_pros.png	(from https://www.careerhunter.io/)
09:12:21	4506/4506	---M--	200	added ('OK')	image/png	etag:%2266163e84-119a%22	https://www.careerhunter.io/images/home/working_pros_mobile.png	C:/My%20Web%20Sites/news/www.careerhunter.io/images/home/working_pros_mobile.png	(from https://www.careerhunter.io/)
09:12:22	8910/8910	---M--	200	added ('OK')	image/png	etag:%2266163e84-22ce%22	https://www.careerhunter.io/images/home/school_leavers.png	C:/My%20Web%20Sites/news/www.careerhunter.io/images/home/school_leavers.png	(from https://www.careerhunter.io/)
09:12:23	4808/4808	---M--	200	added ('OK')	image/png	etag:%2266163e84-12c8%22	https://www.careerhunter.io/images/home/school_leavers_mobile.png	C:/My%20Web%20Sites/news/www.careerhunter.io/images/home/school_leavers_mobile.png	(from https://www.careerhunter.io/)
09:12:24	10870/10870	---M--	200	added ('OK')	image/png	etag:%2266163e84-2a76%22	https://www.careerhunter.io/images/home/career_changers.png	C:/My%20Web%20Sites/news/www.careerhunter.io/images/home/career_changers.png	(from https://www.careerhunter.io/)
09:12:25	5574/5574	---M--	200	added ('OK')	image/png	etag:%2266163e84-15c6%22	https://www.careerhunter.io/images/home/career_changers_mobile.png	C:/My%20Web%20Sites/news/www.careerhunter.io/images/home/career_changers_mobile.png	(from https://www.careerhunter.io/)
09:12:26	11761/11761	---M--	200	added ('OK')	image/png	etag:%2266163e84-2df1%22	https://www.careerhunter.io/images/home/university_college_students.png	C:/My%20Web%20Sites/news/www.careerhunter.io/images/home/university_college_students.png	(from https://www.careerhunter.io/)
09:12:27	6490/6490	---M--	200	added ('OK')	image/png	etag:%2266163e84-195a%22	https://www.careerhunter.io/images/home/university_college_students_mobile.png	C:/My%20Web%20Sites/news/www.careerhunter.io/images/home/university_college_students_mobile.png	(from https://www.careerhunter.io/)
09:12:28	320951/320951	---M--	200	added ('OK')	image/png	etag:%2266163e84-4e5b7%22	https://www.careerhunter.io/images/home/study-choises.png	C:/My%20Web%20Sites/news/www.careerhunter.io/images/home/study-choises.png	(from https://www.careerhunter.io/)
09:12:29	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2014%20May%202024%2002:12:29%20GMT	http://cdn0.careerhunter.io/assets/upgrade/wave-top-48ad3a7b57599dd38621ac0130144bcfd25f03dabb8b48f37038558c9a91557f.png	C:/My%20Web%20Sites/news/cdn0.careerhunter.io/assets/upgrade/wave-top-48ad3a7b57599dd38621ac0130144bcfd25f03dabb8b48f37038558c9a91557f.40.delayed	(from https://www.careerhunter.io/)
09:12:29	105211/105211	---M--	200	added ('OK')	image/png	etag:%2266163e84-19afb%22	https://www.careerhunter.io/images/home/study-choises_mobile.png	C:/My%20Web%20Sites/news/www.careerhunter.io/images/home/study-choises_mobile.png	(from https://www.careerhunter.io/)
09:12:29	1418/1418	---M--	200	added ('OK')	image/png	etag:%2260defe57-1662%22	https://cdn0.careerhunter.io/assets/upgrade/wave-top-48ad3a7b57599dd38621ac0130144bcfd25f03dabb8b48f37038558c9a91557f.png	C:/My%20Web%20Sites/news/cdn0.careerhunter.io/assets/upgrade/wave-top-48ad3a7b57599dd38621ac0130144bcfd25f03dabb8b48f37038558c9a91557f.png	(from https://www.careerhunter.io/)
09:12:31	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2014%20May%202024%2002:12:30%20GMT	http://cdn0.careerhunter.io/assets/upgrade/wave-mobile-af782e02c4fdfe8eaa913678aa3624bca76c12dce587114b865525d93cb52433.png	C:/My%20Web%20Sites/news/cdn0.careerhunter.io/assets/upgrade/wave-mobile-af782e02c4fdfe8eaa913678aa3624bca76c12dce587114b865525d93cb52433.png	(from https://www.careerhunter.io/)
09:12:31	1262/1262	---M--	200	added ('OK')	image/png	etag:%22634811ea-d7c%22	https://cdn0.careerhunter.io/assets/upgrade/wave-mobile-af782e02c4fdfe8eaa913678aa3624bca76c12dce587114b865525d93cb52433.png	C:/My%20Web%20Sites/news/cdn0.careerhunter.io/assets/upgrade/wave-mobile-af782e02c4fdfe8eaa913678aa3624bca76c12dce587114b865525d93cb52433.png	(from https://www.careerhunter.io/)
09:12:32	37577/37577	---M--	200	added ('OK')	image/jpeg	etag:%2266163e84-92c9%22	https://www.careerhunter.io/images/CareerHunter-square-logo.jpg	C:/My%20Web%20Sites/news/www.careerhunter.io/images/CareerHunter-square-logo.jpg	(from https://www.careerhunter.io/)
09:12:33	19145/19145	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20May%202024%2002:12:33%20GMT	https://www.careerhunter.io/checkout/interests	C:/My%20Web%20Sites/news/www.careerhunter.io/checkout/interests.html	(from https://www.careerhunter.io/tests/interests)
09:12:34	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2014%20May%202024%2002:12:34%20GMT	http://cdn1.careerhunter.io/assets/tests/white-waves-a880fb5e5c0380be3be096c2fdd9c23a62270ed71d76369abbc4ba06797447b8.png	C:/My%20Web%20Sites/news/cdn1.careerhunter.io/assets/tests/white-waves-a880fb5e5c0380be3be096c2fdd9c23a62270ed71d76369abbc4ba06797447b8.47.delayed	(from https://www.careerhunter.io/tests/interests)
09:12:34	1397355/1397355	---M--	200	added ('OK')	application/pdf	etag:%2266163e84-15526b%22	https://www.careerhunter.io/sample_reports/Career%20Interests%20Sample%20Report%20-%20CareerHunter.pdf	C:/My%20Web%20Sites/news/www.careerhunter.io/sample_reports/Career%20Interests%20Sample%20Report%20-%20CareerHunter.pdf	(from https://www.careerhunter.io/tests/interests)
09:12:35	2061/2061	---M--	200	added ('OK')	image/png	etag:%22634811ea-80d%22	https://cdn1.careerhunter.io/assets/tests/white-waves-a880fb5e5c0380be3be096c2fdd9c23a62270ed71d76369abbc4ba06797447b8.png	C:/My%20Web%20Sites/news/cdn1.careerhunter.io/assets/tests/white-waves-a880fb5e5c0380be3be096c2fdd9c23a62270ed71d76369abbc4ba06797447b8.png	(from https://www.careerhunter.io/tests/interests)
09:12:36	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2014%20May%202024%2002:12:37%20GMT	http://cdn3.careerhunter.io/assets/tests/dark-waves-d6400ae0f277dc4950c3f51d672ab75287f42215e88e1726f5531b8bcf9f0ada.png	C:/My%20Web%20Sites/news/cdn3.careerhunter.io/assets/tests/dark-waves-d6400ae0f277dc4950c3f51d672ab75287f42215e88e1726f5531b8bcf9f0ada.4a.delayed	(from https://www.careerhunter.io/tests/interests)
09:12:36	38556/38556	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20May%202024%2002:12:36%20GMT	https://www.careerhunter.io/tests/interests/take	C:/My%20Web%20Sites/news/www.careerhunter.io/tests/interests/take.html	(from https://www.careerhunter.io/tests/interests)
09:12:36	726/726	---M--	200	added ('OK')	image/png	etag:%22634811ea-87a%22	https://cdn3.careerhunter.io/assets/tests/dark-waves-d6400ae0f277dc4950c3f51d672ab75287f42215e88e1726f5531b8bcf9f0ada.png	C:/My%20Web%20Sites/news/cdn3.careerhunter.io/assets/tests/dark-waves-d6400ae0f277dc4950c3f51d672ab75287f42215e88e1726f5531b8bcf9f0ada.png	(from https://www.careerhunter.io/tests/interests)
09:12:38	11319/11319	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20May%202024%2002:12:38%20GMT	https://www.careerhunter.io/checkout	C:/My%20Web%20Sites/news/www.careerhunter.io/checkout.html	(from https://www.careerhunter.io/tests/interests)
09:12:39	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2014%20May%202024%2002:12:39%20GMT	http://cdn3.careerhunter.io/assets/main_tests-bd884139ec646feab4ac86d2f494e405033a3d476b5b9ac820fc8fbc6576c466.css	C:/My%20Web%20Sites/news/cdn3.careerhunter.io/assets/main_tests-bd884139ec646feab4ac86d2f494e405033a3d476b5b9ac820fc8fbc6576c466.4e.delayed	(from https://www.careerhunter.io/tests/interests)
09:12:39	21396/21396	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20May%202024%2002:12:39%20GMT	https://www.careerhunter.io/student-discount	C:/My%20Web%20Sites/news/www.careerhunter.io/student-discount.html	(from https://www.careerhunter.io/tests/interests)
09:12:39	287504/287504	---MCZ	200	added ('OK')	text/css	etag:W/%2265699ec2-a6af%22	https://cdn3.careerhunter.io/assets/main_tests-bd884139ec646feab4ac86d2f494e405033a3d476b5b9ac820fc8fbc6576c466.css	C:/My%20Web%20Sites/news/cdn3.careerhunter.io/assets/main_tests-bd884139ec646feab4ac86d2f494e405033a3d476b5b9ac820fc8fbc6576c466.css	(from https://www.careerhunter.io/tests/interests)
09:12:41	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2014%20May%202024%2002:12:40%20GMT	http://cdn2.careerhunter.io/packs/js/affiliates~career_tests~educators-c09b6bb3535aad356efa.chunk.js	C:/My%20Web%20Sites/news/cdn2.careerhunter.io/packs/js/affiliates_career_tests_educators-c09b6bb3535aad356efa.chunk.50.delayed	(from https://www.careerhunter.io/tests/interests)
09:12:41	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2014%20May%202024%2002:12:42%20GMT	http://cdn3.careerhunter.io/packs/js/career_tests-70630dbdac9e86709e45.js	C:/My%20Web%20Sites/news/cdn3.careerhunter.io/packs/js/career_tests-70630dbdac9e86709e45.52.delayed	(from https://www.careerhunter.io/tests/interests)
